job_title,skills,experience,salary
Business Analyst,"python, sql, ML, deep learning, cloud",Mid,110604.0
Data Engineer,"python, cloud",Entry,59507.0
Data Engineer,"python, ML",Entry,66058.0
Business Analyst,"python, sql",Entry,51985.0
Data Scientist,"sql, ML, deep learning, cloud",Entry,94217.0
Business Analyst,"sql, deep learning",Entry,84141.0
Data Engineer,"sql, deep learning, cloud",Entry,92063.0
Data Analyst,sql,Entry,54697.0
Machine Learning Engineer,"ML, cloud",Senior,166014.0
AI Engineer,"python, sql",Entry,86600.0
Data Engineer,"python, sql, deep learning, cloud",Entry,91044.0
Business Analyst,"sql, cloud",Senior,109271.0
Data Analyst,"deep learning, cloud",Mid,99235.0
AI Engineer,deep learning,Mid,129067.0
Data Scientist,"sql, ML, deep learning",Mid,105560.0
Data Analyst,"sql, ML, deep learning",Mid,106713.0
Data Engineer,"python, sql, ML, cloud",Entry,79118.0
Data Scientist,"ML, cloud",Entry,74675.0
Business Analyst,"sql, deep learning, cloud",Senior,125073.0
Machine Learning Engineer,"python, deep learning, cloud",Entry,133906.0
Data Scientist,"python, ML, deep learning",Mid,107129.0
AI Engineer,"python, cloud",Entry,124825.0
Data Scientist,"python, sql",Entry,53159.0
Machine Learning Engineer,ML,Mid,150984.0
Machine Learning Engineer,"python, deep learning, cloud",Senior,166789.0
Machine Learning Engineer,"python, ML, deep learning, cloud",Mid,174869.0
AI Engineer,python,Senior,138766.0
AI Engineer,"sql, cloud",Senior,152610.0
Data Scientist,"ML, deep learning",Entry,78675.0
Business Analyst,"ML, deep learning",Senior,126013.0
Machine Learning Engineer,"sql, ML",Senior,157961.0
Data Engineer,"python, ML",Senior,131428.0
Data Analyst,"python, sql, ML, cloud",Entry,75835.0
Data Engineer,"deep learning, cloud",Entry,76566.0
AI Engineer,sql,Mid,132739.0
AI Engineer,"python, sql, ML",Entry,100818.0
Data Analyst,"python, sql",Senior,117434.0
AI Engineer,"python, deep learning",Mid,134133.0
AI Engineer,sql,Entry,88401.0
Data Scientist,"python, cloud",Senior,106176.0
Data Scientist,"ML, cloud",Entry,79965.0
Machine Learning Engineer,"python, ML, cloud",Entry,117875.0
Business Analyst,"sql, deep learning",Entry,62850.0
Machine Learning Engineer,"sql, deep learning",Mid,131085.0
Data Scientist,"python, ML, deep learning, cloud",Senior,141957.0
Data Analyst,ML,Mid,93529.0
Machine Learning Engineer,"python, ML",Mid,134190.0
Data Analyst,"sql, ML, deep learning, cloud",Senior,163405.0
Data Analyst,"sql, deep learning, cloud",Senior,121737.0
Data Analyst,"python, sql",Entry,54230.0
Business Analyst,"python, sql, ML, deep learning",Senior,149466.0
Business Analyst,"sql, ML, deep learning, cloud",Entry,89491.0
Business Analyst,"python, sql, ML, deep learning, cloud",Entry,94631.0
Data Engineer,"sql, ML, deep learning",Mid,100555.0
Data Analyst,"python, sql, deep learning",Entry,87373.0
Machine Learning Engineer,"python, sql, ML",Entry,107460.0
AI Engineer,"python, sql, ML, deep learning, cloud",Mid,151030.0
Business Analyst,"sql, ML, cloud",Mid,104110.0
Machine Learning Engineer,"python, ML, cloud",Senior,163110.0
Data Analyst,deep learning,Senior,135917.0
Business Analyst,"sql, ML",Mid,89808.0
Data Scientist,"ML, deep learning",Entry,75748.0
Data Scientist,"python, ML, deep learning",Entry,76777.0
Business Analyst,"python, sql, ML, deep learning, cloud",Senior,143998.0
Data Scientist,python,Senior,104589.0
AI Engineer,"python, sql, ML",Mid,134491.0
Data Engineer,"python, sql",Entry,66469.0
Business Analyst,"python, sql, cloud",Mid,83306.0
AI Engineer,"python, deep learning",Entry,124326.0
Machine Learning Engineer,"sql, deep learning, cloud",Entry,136273.0
AI Engineer,"python, sql, ML, deep learning",Entry,116356.0
Business Analyst,python,Mid,76982.0
Data Engineer,"sql, cloud",Mid,80809.0
Data Engineer,"sql, ML, deep learning",Entry,77423.0
Data Engineer,"deep learning, cloud",Senior,128593.0
AI Engineer,"python, ML, deep learning, cloud",Mid,152803.0
Data Analyst,deep learning,Mid,92213.0
AI Engineer,"python, sql",Mid,111963.0
Machine Learning Engineer,cloud,Mid,129633.0
AI Engineer,"python, deep learning",Senior,156371.0
Data Analyst,"python, deep learning, cloud",Mid,99647.0
Machine Learning Engineer,"python, deep learning",Mid,134964.0
Data Engineer,ML,Entry,62272.0
Data Analyst,"sql, cloud",Entry,64611.0
Data Analyst,deep learning,Senior,110028.0
Business Analyst,"ML, cloud",Senior,120572.0
Data Scientist,"python, ML, deep learning, cloud",Entry,88896.0
AI Engineer,"python, sql, ML, deep learning",Senior,171592.0
Data Scientist,"ML, cloud",Mid,122065.0
Data Engineer,"python, sql, ML",Mid,89086.0
AI Engineer,"python, sql, ML, cloud",Entry,115463.0
Data Analyst,python,Mid,78780.0
Data Engineer,"sql, deep learning, cloud",Senior,142855.0
Data Scientist,"python, ML, deep learning, cloud",Entry,87934.0
Machine Learning Engineer,"python, ML",Entry,102098.0
Business Analyst,"python, sql, ML, cloud",Entry,70550.0
AI Engineer,"python, ML",Entry,126843.0
Data Analyst,"python, sql, ML, deep learning",Senior,134777.0
Machine Learning Engineer,"sql, ML, deep learning",Mid,144864.0
Business Analyst,"python, ML, deep learning",Senior,150389.0
Data Analyst,"python, sql, ML, deep learning, cloud",Entry,105946.0
Business Analyst,"deep learning, cloud",Senior,124480.0
Machine Learning Engineer,"ML, deep learning, cloud",Senior,181728.0
Data Analyst,"python, sql",Entry,71382.0
Data Scientist,"sql, ML, deep learning, cloud",Mid,119148.0
Data Engineer,"python, sql, ML, cloud",Senior,121996.0
Data Analyst,cloud,Senior,127440.0
Data Analyst,"sql, deep learning",Mid,94377.0
Business Analyst,"sql, deep learning, cloud",Entry,75539.0
Machine Learning Engineer,"python, sql",Mid,135641.0
Machine Learning Engineer,"sql, ML, deep learning, cloud",Entry,127401.0
Machine Learning Engineer,"sql, cloud",Entry,97956.0
Machine Learning Engineer,"sql, ML",Senior,172756.0
Data Scientist,"python, sql, ML",Entry,69173.0
Machine Learning Engineer,"python, sql, ML, deep learning, cloud",Mid,159972.0
Business Analyst,ML,Mid,93490.0
Business Analyst,"sql, cloud",Mid,87612.0
AI Engineer,"deep learning, cloud",Senior,161098.0
Data Engineer,cloud,Mid,82191.0
Business Analyst,"python, deep learning, cloud",Entry,73167.0
AI Engineer,"sql, ML",Mid,129491.0
Machine Learning Engineer,"sql, ML, cloud",Entry,117849.0
Data Engineer,"sql, deep learning",Senior,112568.0
Business Analyst,"sql, ML, deep learning",Entry,95869.0
Business Analyst,"python, sql, cloud",Entry,83297.0
Machine Learning Engineer,"sql, ML, deep learning, cloud",Entry,133333.0
Data Scientist,"python, sql, ML, cloud",Mid,102923.0
AI Engineer,deep learning,Entry,125374.0
Data Engineer,"python, sql, ML, deep learning, cloud",Senior,137296.0
Data Analyst,"python, sql, deep learning",Entry,65985.0
Business Analyst,"sql, deep learning, cloud",Entry,79937.0
Business Analyst,"ML, deep learning",Senior,127810.0
Business Analyst,cloud,Mid,108812.0
Data Engineer,"python, sql, cloud",Entry,77653.0
AI Engineer,"python, sql",Senior,139784.0
Data Scientist,"sql, ML, deep learning, cloud",Senior,136409.0
Machine Learning Engineer,"ML, deep learning, cloud",Entry,125496.0
AI Engineer,sql,Entry,89814.0
AI Engineer,"ML, cloud",Mid,138088.0
Business Analyst,"python, sql, ML, cloud",Mid,104491.0
Data Scientist,sql,Mid,76475.0
Data Scientist,"python, sql, ML, deep learning",Senior,133469.0
Data Engineer,"python, sql, cloud",Mid,89449.0
Business Analyst,"sql, deep learning, cloud",Senior,121186.0
Data Engineer,"python, sql, ML, cloud",Entry,78298.0
Data Scientist,cloud,Mid,83770.0
AI Engineer,"sql, deep learning, cloud",Senior,169116.0
AI Engineer,ML,Mid,133903.0
Data Scientist,python,Senior,103741.0
Machine Learning Engineer,python,Entry,89382.0
Machine Learning Engineer,deep learning,Entry,107758.0
Business Analyst,"sql, ML, deep learning",Entry,78081.0
AI Engineer,"ML, deep learning, cloud",Senior,202523.0
Business Analyst,"sql, ML",Senior,114490.0
Data Engineer,"ML, cloud",Entry,74300.0
Data Engineer,"python, sql, ML, deep learning, cloud",Senior,137985.0
Data Scientist,"sql, deep learning",Entry,61832.0
Data Scientist,"ML, deep learning, cloud",Mid,112096.0
Data Analyst,"deep learning, cloud",Entry,74529.0
Data Scientist,ML,Entry,68983.0
Machine Learning Engineer,ML,Mid,127108.0
Data Analyst,"ML, cloud",Senior,147939.0
Data Scientist,deep learning,Mid,86509.0
Data Analyst,"python, sql, ML, cloud",Mid,118811.0
Data Scientist,"python, ML, deep learning",Mid,109537.0
Business Analyst,"python, sql, ML, cloud",Entry,72022.0
Data Engineer,"python, sql, ML, deep learning",Entry,99865.0
Data Analyst,"python, deep learning, cloud",Entry,72666.0
Data Analyst,"sql, deep learning, cloud",Entry,79187.0
Data Analyst,python,Mid,79553.0
Data Analyst,"python, sql, deep learning",Senior,119475.0
Data Analyst,"python, deep learning",Entry,67234.0
Business Analyst,"python, ML, deep learning",Entry,79482.0
Data Scientist,"python, ML, cloud",Senior,122588.0
Data Analyst,"python, sql",Senior,99428.0
AI Engineer,"sql, deep learning",Entry,100864.0
Machine Learning Engineer,"python, cloud",Mid,123041.0
Data Analyst,"sql, ML, deep learning, cloud",Mid,116452.0
Business Analyst,"ML, deep learning, cloud",Mid,112819.0
Machine Learning Engineer,"sql, deep learning, cloud",Entry,117209.0
Machine Learning Engineer,"sql, ML, deep learning, cloud",Mid,159441.0
Data Scientist,"sql, cloud",Entry,59262.0
Business Analyst,"python, sql, deep learning",Mid,87576.0
Data Engineer,"python, sql, ML, deep learning, cloud",Senior,155734.0
Data Scientist,sql,Mid,78572.0
Data Scientist,"python, sql, ML, deep learning, cloud",Senior,141618.0
Data Analyst,"sql, ML, cloud",Entry,71461.0
Machine Learning Engineer,cloud,Senior,151142.0
Data Engineer,"python, sql, deep learning, cloud",Mid,102743.0
Business Analyst,"sql, ML, deep learning, cloud",Senior,159584.0
Business Analyst,ML,Entry,65873.0
Data Engineer,"sql, ML",Mid,88683.0
AI Engineer,"python, cloud",Mid,126092.0
Data Engineer,"ML, cloud",Mid,101476.0
Machine Learning Engineer,cloud,Senior,167787.0
Data Analyst,"python, sql, ML",Senior,115266.0
Data Analyst,"python, sql, deep learning",Senior,118708.0
Data Analyst,"python, sql",Senior,104268.0
Data Engineer,"python, sql",Senior,96329.0
Data Scientist,cloud,Mid,105955.0
Machine Learning Engineer,"python, sql, ML, deep learning, cloud",Mid,151079.0
Data Analyst,"python, ML, cloud",Entry,95283.0
AI Engineer,"sql, ML, deep learning, cloud",Mid,151292.0
Data Analyst,"ML, deep learning, cloud",Senior,135227.0
Data Analyst,"python, ML, cloud",Mid,117793.0
Business Analyst,python,Mid,74320.0
Business Analyst,"ML, deep learning",Senior,134894.0
Data Engineer,"sql, deep learning, cloud",Senior,129329.0
Data Engineer,"python, sql, deep learning",Mid,94089.0
Business Analyst,"sql, ML",Senior,137634.0
Machine Learning Engineer,"sql, ML, cloud",Senior,160731.0
Machine Learning Engineer,"python, cloud",Senior,150008.0
Data Engineer,"python, ML, cloud",Entry,72590.0
Data Analyst,"sql, deep learning",Entry,61995.0
Data Analyst,sql,Senior,103015.0
AI Engineer,deep learning,Senior,156572.0
AI Engineer,"sql, cloud",Mid,122670.0
Machine Learning Engineer,"python, ML, deep learning, cloud",Entry,126426.0
Data Analyst,"sql, ML, cloud",Mid,95477.0
Data Engineer,"sql, ML, cloud",Entry,71689.0
Data Engineer,"python, sql, ML, deep learning",Senior,131204.0
Data Scientist,"python, sql, deep learning",Mid,94046.0
AI Engineer,"python, sql, cloud",Senior,145815.0
Machine Learning Engineer,"python, ML, deep learning, cloud",Mid,175319.0
Data Engineer,"python, sql, ML",Mid,88954.0
AI Engineer,python,Senior,135493.0
Data Engineer,"python, sql, cloud",Entry,60154.0
Data Analyst,ML,Entry,65255.0
Data Scientist,"ML, cloud",Mid,101192.0
Machine Learning Engineer,cloud,Entry,98963.0
Machine Learning Engineer,"python, ML, deep learning, cloud",Entry,128397.0
Data Engineer,"sql, cloud",Entry,64011.0
Machine Learning Engineer,"sql, ML, deep learning, cloud",Senior,197865.0
Data Analyst,"sql, deep learning, cloud",Senior,126255.0
Business Analyst,ML,Entry,63378.0
AI Engineer,sql,Entry,86434.0
Business Analyst,"sql, ML",Mid,89926.0
Data Analyst,"python, sql, ML, cloud",Senior,121249.0
Data Scientist,ML,Senior,114675.0
Machine Learning Engineer,python,Entry,112862.0
Data Analyst,"sql, ML, deep learning",Senior,130392.0
Machine Learning Engineer,"python, ML, deep learning",Entry,120920.0
Business Analyst,"sql, deep learning, cloud",Entry,77991.0
AI Engineer,"python, ML, cloud",Senior,188737.0
Data Analyst,"ML, cloud",Entry,78910.0
Data Scientist,"python, sql, ML, deep learning",Senior,133177.0
Business Analyst,cloud,Senior,108483.0
Machine Learning Engineer,"ML, deep learning",Mid,146302.0
AI Engineer,"python, ML",Mid,148705.0
Business Analyst,deep learning,Senior,113718.0
Data Engineer,"sql, cloud",Entry,63867.0
Business Analyst,"python, sql, ML",Senior,118328.0
Business Analyst,python,Mid,93897.0
Machine Learning Engineer,ML,Senior,170071.0
Business Analyst,"python, sql, ML, cloud",Entry,71900.0
Business Analyst,"python, ML, deep learning",Mid,104825.0
Data Engineer,"sql, ML, cloud",Mid,117962.0
Business Analyst,"python, sql, cloud",Entry,55347.0
AI Engineer,"python, ML",Senior,151265.0
Data Analyst,"python, deep learning",Mid,90311.0
Data Analyst,"python, ML, deep learning, cloud",Senior,143495.0
Data Engineer,"python, sql",Mid,76635.0
Data Scientist,"python, sql, ML, cloud",Senior,142815.0
Data Analyst,"sql, ML, deep learning",Mid,120588.0
Data Engineer,"python, deep learning",Entry,63688.0
Machine Learning Engineer,"python, sql, deep learning, cloud",Mid,141999.0
Data Analyst,"python, ML, deep learning",Entry,76758.0
Data Engineer,deep learning,Mid,89406.0
Machine Learning Engineer,"python, sql, deep learning",Senior,170540.0
Business Analyst,"python, deep learning, cloud",Senior,142419.0
Business Analyst,cloud,Mid,88014.0
Data Engineer,"python, sql, ML",Entry,60562.0
Machine Learning Engineer,sql,Entry,94035.0
Business Analyst,sql,Senior,101050.0
Data Scientist,"sql, ML, deep learning",Entry,84107.0
Data Engineer,"python, ML, deep learning",Senior,152444.0
Machine Learning Engineer,python,Entry,92018.0
Business Analyst,"python, sql, deep learning, cloud",Senior,121278.0
Data Analyst,"ML, deep learning, cloud",Entry,92496.0
Data Scientist,"ML, cloud",Entry,75790.0
Data Analyst,ML,Entry,65611.0
Data Analyst,"ML, deep learning",Senior,131170.0
Data Scientist,"python, sql, ML, deep learning",Senior,151041.0
Data Engineer,"python, deep learning",Entry,61417.0
Data Analyst,"ML, deep learning",Entry,80120.0
AI Engineer,"python, deep learning, cloud",Mid,140775.0
Machine Learning Engineer,"sql, ML, deep learning",Senior,170660.0
Machine Learning Engineer,sql,Mid,115604.0
Business Analyst,"python, ML, deep learning, cloud",Entry,85100.0
Data Scientist,"sql, cloud",Senior,125979.0
Data Scientist,"python, sql",Mid,96877.0
Machine Learning Engineer,"sql, cloud",Entry,118439.0
Data Scientist,"python, sql",Entry,68065.0
Business Analyst,"python, deep learning",Senior,116766.0
Data Engineer,cloud,Entry,61096.0
Data Engineer,"python, deep learning",Senior,113955.0
Business Analyst,"sql, ML, deep learning, cloud",Mid,130540.0
Business Analyst,"python, ML, deep learning, cloud",Senior,141163.0
AI Engineer,"python, sql, ML, deep learning",Entry,119717.0
Data Engineer,"sql, ML, deep learning",Entry,82979.0
AI Engineer,"python, ML, deep learning, cloud",Mid,151239.0
Data Analyst,sql,Mid,91949.0
Data Scientist,"python, sql, ML",Entry,84349.0
Machine Learning Engineer,"python, sql, ML, deep learning, cloud",Senior,182076.0
AI Engineer,"python, sql, ML, deep learning, cloud",Senior,175839.0
Business Analyst,deep learning,Entry,65740.0
Data Scientist,"ML, deep learning, cloud",Mid,118609.0
AI Engineer,deep learning,Entry,107820.0
AI Engineer,"python, ML, deep learning, cloud",Mid,154861.0
Business Analyst,deep learning,Senior,130938.0
Data Engineer,"sql, ML, cloud",Senior,125373.0
Data Scientist,sql,Senior,101227.0
Business Analyst,"python, sql, ML, cloud",Entry,77145.0
Data Analyst,"python, ML",Senior,116395.0
AI Engineer,"python, sql, ML, cloud",Mid,142851.0
Data Scientist,"python, ML",Entry,69273.0
AI Engineer,"python, deep learning",Mid,130733.0
Data Scientist,"python, ML, cloud",Entry,78841.0
Data Analyst,"python, sql, ML, deep learning, cloud",Mid,138303.0
AI Engineer,"python, ML, deep learning, cloud",Entry,133853.0
Data Scientist,"ML, deep learning",Mid,121049.0
Data Analyst,"python, sql, ML, cloud",Senior,128998.0
AI Engineer,ML,Entry,125546.0
Machine Learning Engineer,"ML, deep learning",Senior,192394.0
Machine Learning Engineer,"python, deep learning, cloud",Mid,140396.0
Business Analyst,"python, sql, ML, deep learning, cloud",Senior,138881.0
Machine Learning Engineer,"sql, deep learning",Mid,152086.0
Data Analyst,"sql, deep learning, cloud",Senior,146060.0
Business Analyst,"python, ML, cloud",Senior,126793.0
Data Analyst,"python, ML, deep learning",Mid,109090.0
Data Engineer,"python, sql, ML, deep learning, cloud",Mid,111091.0
Business Analyst,"python, sql, ML, cloud",Entry,75819.0
Machine Learning Engineer,"sql, deep learning, cloud",Entry,112276.0
Business Analyst,"sql, ML, cloud",Entry,74722.0
Business Analyst,"python, ML, deep learning, cloud",Mid,113247.0
Data Scientist,"python, sql, deep learning, cloud",Senior,120949.0
Data Scientist,"ML, deep learning, cloud",Senior,141339.0
AI Engineer,deep learning,Senior,154179.0
Data Analyst,"python, sql, deep learning",Senior,110158.0
Data Engineer,"sql, cloud",Senior,112257.0
Data Analyst,"sql, deep learning, cloud",Entry,75247.0
Business Analyst,"sql, deep learning",Mid,87179.0
AI Engineer,"python, sql, deep learning",Entry,107422.0
Business Analyst,"python, cloud",Entry,59162.0
Data Scientist,"python, ML, deep learning, cloud",Senior,155528.0
AI Engineer,"python, sql, cloud",Entry,120127.0
Data Analyst,"ML, cloud",Mid,119210.0
Data Engineer,"ML, deep learning",Entry,77945.0
